lead_id,company_name,industry,lead_source,sales_rep,region,created_date,current_stage,stage_last_updated,last_contact_date,deal_value,lost_reason,notes
LD1185,UD Indo Sukses,Retail,,Budi Santoso,Makassar,2024-08-17,Closed Lost,2024-11-11,2024-08-18,93499000.0,No budget,VIP client
LD1186,PT. Delta Solusi,Healthcare,,Yuni Shara,Semarang,2025-05-18,Qualified,2025-06-30,2025-05-25,97211000.0,,
LD1187,UD Harapan Baru,Healthcare,Inbound Call,,Semarang,2025-07-16,Lead In,2025-07-28,2025-07-27,,,Follow up next week
LD1188,UD Cipta Karya,F&B,LinkedIn,Siti Nurhaliza,Jakarta,2025-04-29,Negotiation,2025-06-15,,34819000.0,,Needs approval from board
LD1189,CV Sejahtera Bersama,Manufacturing,Trade Show,Budi Santoso,Denpasar,2024-07-11,Contacted,2024-08-31,2024-07-26,,,Send revised proposal
LD1190,PT. Delta Solusi,Retail,Email Campaign,Andi Wijaya,Palembang,2025-05-25,Lead In,2025-06-01,2025-05-30,,,
LD1191,CV Karya Utama,,LinkedIn,Budi Santoso,Bandung,2025-05-31,Closed Won,2025-07-24,2025-07-10,42492000.0,,VIP client
LD1192,PT. Delta Solusi,,Inbound Call,Ahmad Fauzi,Denpasar,2024-10-24,Negotiation,2025-01-19,2024-12-31,28316000.0,,Needs approval from board
LD1193,UD Sinar Jaya,Retail,Inbound Call,Rudi Hartono,Jakarta,2025-01-25,Contacted,2025-04-21,2025-04-23,,,Follow up next week
LD1194,UD Cahaya Abadi,Manufacturing,Trade Show,Ahmad Fauzi,,2024-04-14,Proposal Sent,2024-07-10,2024-05-24,129997000.0,,
LD1195,UD Tunas Muda,F&B,Inbound Call,Siti Nurhaliza,Jakarta,2025-03-29,Closed Won,2025-06-19,2025-01-07,97850000.0,,Needs approval from board
LD1196,CV Cahaya Abadi,Manufacturing,Cold Call,Andi Wijaya,Jakarta,2024-05-13,Contacted,2024-05-05,2024-06-21,,,Waiting for PO
LD1197,PT Maju Terus,Healthcare,Referral,,Bandung,2024-03-15,Negotiation,2024-04-25,2024-04-07,143634000.0,,
LD1198,PT Indo Sukses,Finance,LinkedIn,Rudi Hartono,Jakarta,2024-12-20,Qualified,2025-03-13,2025-03-28,103018000.0,,VIP client
LD1199,CV Nusantara Jaya,,Referral,Budi Santoso,,2024-11-24,Proposal Sent,2024-12-07,2024-12-22,143529000.0,,Needs approval from board
LD1200,PT. Indo Sukses,Manufacturing,Website,Ahmad Fauzi,Denpasar,2025-04-15,Negotiation,2025-04-20,,10032000.0,,
LD1201,PT Central Distribusi,Construction,Referral,Andi Wijaya,Palembang,2024-03-15,Qualified,2024-05-19,2024-05-23,14803000.0,,
LD1202,PT. Cipta Karya,,Website,Rudi Hartono,Surabaya,2025-07-22,Contacted,2025-07-12,2025-08-02,,,VIP client
LD1203,PT Cipta Karya,Manufacturing,Email Campaign,Siti Nurhaliza,Bandung,2024-09-15,Contacted,2024-09-10,2024-09-19,,,Follow up next week
LD1204,CV Delta Solusi,F&B,,Rina Marlina,Medan,2024-05-11,Proposal Sent,2024-11-06,2024-11-05,49032000.0,,Follow up next week
LD1205,UD Karya Utama,Manufacturing,Referral,Rudi Hartono,Palembang,2024-05-17,Proposal Sent,2024-06-29,2024-05-21,70502000.0,,
LD1206,PT. Berkah Mandiri,Logistics,Partner,Rudi Hartono,Jakarta,2025-02-18,Negotiation,2025-03-18,2025-03-22,149812000.0,,Needs approval from board
LD1207,UD Cahaya Abadi,Education,Social Media,Dewi Lestari,Jakarta,2024-06-18,Negotiation,2024-07-06,2024-07-11,28513000.0,,Follow up next week
LD1208,CV Indo Sukses,Manufacturing,Cold Call,Andi Wijaya,Denpasar,2025-10-04,Closed Won,2025-04-16,2025-04-26,79163000.0,,Follow up next week
LD1209,UD Mega Trading,Construction,Website,,Surabaya,2025-05-08,Closed Won,2025-05-09,2025-05-18,13409000.0,,Send revised proposal
LD1210,CV Global Teknindo,Retail,Email Campaign,Ahmad Fauzi,Makassar,2024-06-14,Proposal Sent,2024-06-13,2024-06-16,20927000.0,,Waiting for PO
LD1211,CV Sejahtera Bersama,Technology,Partner,Andi Wijaya,Jakarta,2025-04-27,Closed Won,2025-05-19,2025-05-21,62793000.0,,
LD1212,CV Mega Trading,Construction,Website,,Denpasar,2024-06-02,Proposal Sent,2024-06-25,2024-07-05,92983000.0,,
LD1213,PT. Global Teknindo,Finance,LinkedIn,Budi Santoso,Makassar,2025-01-25,Qualified,2025-04-25,2025-09-02,64972000.0,,Needs approval from board
LD1214,UD Cipta Karya,Manufacturing,Cold Call,Andi Wijaya,Bandung,2024-04-19,Contacted,2024-07-12,2024-06-08,,,Needs approval from board
LD1215,CV Tunas Muda,Finance,Referral,Siti Nurhaliza,Surabaya,2025-01-14,Proposal Sent,2025-03-17,2025-03-06,47385000.0,,VIP client
LD1216,PT Indo Sukses,Finance,Trade Show,Andi Wijaya,Denpasar,2024-01-06,Closed Won,2024-01-25,2024-01-24,40938000.0,,
LD1217,UD ANUGRAH SENTOSA,,Partner,Budi Santoso,Yogyakarta,2024-01-11,Contacted,2024-04-05,2024-02-09,,,
LD1219,PT. Berkah Mandiri,Logistics,,Yuni Shara,Denpasar,2024-04-19,Proposal Sent,2024-06-23,2024-07-03,143593000.0,,Send revised proposal
LD1220,CV Prima Nusantara,Finance,Inbound Call,Rina Marlina,Jakarta,2024-08-23,Closed Won,2024-10-15,2024-09-14,,,Client on vacation
LD1221,PT Bumi Perkasa,Retail,Inbound Call,,Semarang,2024-07-13,Proposal Sent,2024-08-08,2024-07-13,37824000.0,,VIP client
LD1222,CV Cahaya Abadi,Retail,Trade Show,Yuni Shara,Yogyakarta,2024-11-18,Proposal Sent,2025-01-31,2025-01-21,137569000.0,,
LD1223,UD Central Distribusi,Logistics,Cold Call,Rina Marlina,Jakarta,2024-11-19,Negotiation,2024-11-21,2024-12-02,55517000.0,,Client on vacation
LD1224,CV Central Distribusi,F&B,Referral,Ahmad Fauzi,Semarang,2024-03-07,Proposal Sent,2024-09-15,2024-09-21,121005000.0,,Client on vacation
LD1225,PT Anugrah Sentosa,Logistics,Social Media,,Jakarta,2025-08-04,Lead In,2025-08-17,2025-08-27,,,Client on vacation
LD1226,UD Harapan Baru,Construction,LinkedIn,Yuni Shara,Jakarta,2024-01-21,Qualified,2024-03-06,2024-02-29,144541000.0,,
LD1227,PT. Maju Terus,F&B,Email Campaign,Yuni Shara,Medan,2025-08-08,Qualified,2025-08-18,2025-08-13,98646000.0,,
LD1228,PT Global Teknindo,Education,Website,,Medan,2024-06-19,Qualified,2024-07-02,2024-06-26,5902000.0,,Waiting for PO
LD1229,UD Central Distribusi,Finance,,Budi Santoso,Bandung,2024-06-23,Lead In,2024-09-16,,,,VIP client
LD1231,PT. Indo Sukses,Technology,Website,Ahmad Fauzi,Denpasar,2024-10-01,Negotiation,2024-02-17,2024-02-12,29909000.0,,
LD1232,UD Sumber Makmur,Manufacturing,Email Campaign,Budi Santoso,Jakarta,2024-10-02,Qualified,2024-10-11,2024-10-11,93424000.0,,Send revised proposal
LD1233,CV Cahaya Abadi,Logistics,Trade Show,Siti Nurhaliza,Yogyakarta,2024-01-16,Proposal Sent,2024-02-29,2024-01-27,118287000.0,,Waiting for PO
LD1234,PT. Indo Sukses,Manufacturing,Cold Call,Rina Marlina,Jakarta,2025-01-29,Negotiation,2025-03-27,2025-03-02,149191000.0,,VIP client
LD1235,UD Delta Solusi,Retail,,Dewi Lestari,Jakarta,2024-07-22,Qualified,2024-07-29,2024-08-09,95671000.0,,Send revised proposal
LD1236,UD Cahaya Abadi,Finance,Inbound Call,Andi Wijaya,Palembang,2024-09-11,Contacted,2024-09-23,,,,Send revised proposal
LD1237,PT. Anugrah Sentosa,,Email Campaign,Rina Marlina,Bandung,2025-03-25,Negotiation,2025-03-28,2025-04-08,135002000.0,,
LD1238,UD TUNAS MUDA,,Inbound Call,Budi Santoso,Medan,2025-06-27,Contacted,2025-08-04,2025-08-07,,,
LD1239,UD Bumi Perkasa,F&B,Inbound Call,Siti Nurhaliza,Jakarta,2024-03-05,Proposal Sent,2024-05-13,2024-03-27,30101000.0,,Follow up next week
LD1240,PT Anugrah Sentosa,Manufacturing,,Siti Nurhaliza,Semarang,2025-08-07,Proposal Sent,2025-09-26,2025-08-14,39879000.0,,Needs approval from board
LD1241,PT Anugrah Sentosa,Technology,Website,Siti Nurhaliza,Palembang,2025-06-25,Lead In,2025-07-05,2025-07-12,,,Follow up next week
LD1242,CV Cipta Karya,Finance,Cold Call,,Jakarta,2025-07-25,Negotiation,2025-09-17,2025-09-19,101825000.0,,Client on vacation
LD1244,PT. Maju Terus,Technology,Cold Call,Rina Marlina,Makassar,2024-01-23,Negotiation,2024-04-21,2024-02-21,138029000.0,,Waiting for PO
LD1245,PT. Mitra Sejahtera,Construction,,Rina Marlina,Bandung,2024-03-20,Negotiation,2024-05-21,2024-05-12,124204000.0,,
LD1246,CV Sejahtera Bersama,Manufacturing,Referral,Andi Wijaya,Jakarta,2025-01-26,Lead In,2025-04-04,2025-03-17,,,
LD1247,PT. Karya Utama,Logistics,Social Media,Budi Santoso,Surabaya,2024-10-23,Negotiation,2024-11-11,2024-11-17,9298000.0,,Follow up next week
LD1248,PT Bumi Perkasa,Technology,Trade Show,Rina Marlina,Bandung,2024-03-14,Contacted,2024-09-05,2024-04-24,,,
LD1249,CV PRIMA NUSANTARA,Logistics,LinkedIn,Siti Nurhaliza,Bandung,2025-03-28,Proposal Sent,2025-05-24,,123089000.0,,Follow up next week
LD1250,PT Global Teknindo,,Cold Call,Dewi Lestari,,2025-07-13,Proposal Sent,2025-08-16,2025-08-21,94210000.0,,Send revised proposal
LD1251,PT Sejahtera Bersama,F&B,Partner,Budi Santoso,Jakarta,2024-10-04,Proposal Sent,2024-12-28,2024-10-29,132744000.0,,Send revised proposal
LD1252,UD Cahaya Abadi,Education,Trade Show,Budi Santoso,Yogyakarta,2025-06-26,Qualified,2025-08-28,2025-07-24,54083000.0,,Needs approval from board
LD1253,CV Karya Utama,Construction,LinkedIn,Budi Santoso,Jakarta,2024-08-20,Qualified,2024-11-02,2024-09-07,145640000.0,,
LD1254,PT. Prima Nusantara,Education,,,Palembang,2025-06-29,Closed Lost,2025-07-15,2025-08-07,6364000.0,Chose competitor,
LD1255,PT. Maju Terus,F&B,Trade Show,Yuni Shara,Semarang,2025-08-03,Proposal Sent,2025-10-19,2025-08-23,103845000.0,,
LD1256,CV Nusantara Jaya,Construction,Website,Andi Wijaya,Palembang,2024-08-15,Negotiation,2024-09-10,2024-09-04,147873000.0,,
LD1257,PT Anugrah Sentosa,Education,Trade Show,Rudi Hartono,,2024-04-21,Qualified,2024-04-27,2024-05-05,38367000.0,,Waiting for PO
LD1258,PT Sinar Jaya,Manufacturing,LinkedIn,Dewi Lestari,Semarang,2025-04-19,Closed Won,2025-06-16,2025-05-21,76097000.0,,
LD1259,CV Sejahtera Bersama,F&B,Inbound Call,Andi Wijaya,Jakarta,2025-05-04,Proposal Sent,2025-04-16,2025-10-04,58845000.0,,
LD1260,PT Mega Trading,Logistics,Website,Yuni Shara,Semarang,2024-07-04,Contacted,2024-07-21,2024-07-04,,,Send revised proposal
LD1261,CV Cahaya Abadi,Retail,Website,Andi Wijaya,,2025-02-23,Qualified,2025-05-11,2025-05-19,38218000.0,,
LD1262,UD Cahaya Abadi,Construction,Cold Call,Rina Marlina,Bandung,2025-03-02,Closed Lost,2025-03-23,2025-06-03,92441000.0,,
LD1263,UD Nusantara Jaya,Retail,Cold Call,Rudi Hartono,Yogyakarta,2024-12-03,Proposal Sent,2025-02-09,2025-02-20,32940000.0,,
LD1264,CV Mega Trading,Healthcare,Trade Show,Budi Santoso,Bandung,2025-05-19,Closed Won,2025-06-08,2025-07-29,19495000.0,,Follow up next week
LD1265,PT Sinar Jaya,Logistics,,Rina Marlina,Denpasar,2024-03-10,Qualified,2024-05-14,2024-09-05,51326000.0,,
LD1266,UD Maju Terus,Retail,Referral,Rudi Hartono,,2025-04-18,Negotiation,2025-06-10,2025-05-31,85612000.0,,VIP client
LD1267,PT Central Distribusi,Education,Cold Call,Yuni Shara,,2024-07-10,Proposal Sent,2024-08-19,2024-07-23,,,
LD1268,PT Harapan Baru,Retail,Referral,Dewi Lestari,Palembang,2025-03-30,Proposal Sent,2025-05-31,2025-05-27,73554000.0,,VIP client
LD1269,CV Anugrah Sentosa,Logistics,Email Campaign,Rina Marlina,,2024-03-30,Qualified,2024-04-05,,5327000.0,,
LD1270,UD Mega Trading,F&B,Email Campaign,Yuni Shara,Jakarta,2025-07-27,Proposal Sent,2025-08-23,2025-07-28,141605000.0,,
LD1271,PT. Mega Trading,Manufacturing,Cold Call,Dewi Lestari,Palembang,2025-02-05,Contacted,2025-04-23,,,,Send revised proposal
LD1272,UD Indo Sukses,Healthcare,Inbound Call,Rina Marlina,,2024-09-04,Qualified,2024-07-06,2024-06-06,115441000.0,,
LD1273,UD Cipta Karya,Retail,Partner,Ahmad Fauzi,Surabaya,2024-06-23,Qualified,2024-08-07,2024-07-08,20854000.0,,Send revised proposal
LD1274,PT. Bumi Perkasa,Manufacturing,Social Media,Rina Marlina,Yogyakarta,2025-03-17,Negotiation,2025-05-12,2025-05-12,52646000.0,,Needs approval from board
LD1275,PT. Cipta Karya,Technology,Partner,Andi Wijaya,Semarang,2024-01-12,Proposal Sent,2025-02-24,2024-12-27,34207000.0,,Client on vacation
LD1276,PT Cipta Karya,Education,Cold Call,Siti Nurhaliza,,2024-01-04,Proposal Sent,2024-06-19,2024-04-04,45539000.0,,
LD1277,CV KARYA UTAMA,,Inbound Call,Budi Santoso,Jakarta,2025-01-25,Qualified,2025-02-22,2025-02-25,58920000.0,,
LD1278,PT. Berkah Mandiri,Retail,Cold Call,Ahmad Fauzi,Yogyakarta,2025-11-03,Proposal Sent,2025-05-09,,83703000.0,,
LD1279,PT Berkah Mandiri,Manufacturing,LinkedIn,,Denpasar,2025-08-17,Proposal Sent,2025-11-14,2025-11-12,129184000.0,,
LD1280,UD Delta Solusi,F&B,Inbound Call,Yuni Shara,Makassar,2024-01-12,Qualified,2024-03-18,,54231000.0,,Waiting for PO
LD1281,PT Mega Trading,Logistics,Partner,Andi Wijaya,Denpasar,2024-10-20,Proposal Sent,2024-11-06,2024-11-12,21616000.0,,Waiting for PO
LD1282,PT. Berkah Mandiri,Technology,LinkedIn,,Jakarta,2025-06-24,Closed Won,2025-08-07,2025-07-30,123615000.0,,Client on vacation
LD1283,UD Karya Utama,Logistics,Trade Show,Budi Santoso,Bandung,2024-06-20,Qualified,2024-08-20,2024-08-07,80813000.0,,VIP client
LD1284,PT. Berkah Mandiri,Healthcare,Partner,Dewi Lestari,Yogyakarta,2024-12-28,Closed Lost,2025-02-22,2025-01-20,98506000.0,Price too high,
LD1285,UD Global Teknindo,Retail,Website,Andi Wijaya,Jakarta,2025-06-21,Contacted,2025-08-18,2025-07-18,,,
LD1286,PT Tunas Muda,Manufacturing,Cold Call,Ahmad Fauzi,Palembang,2024-05-13,Qualified,2024-04-08,2024-08-19,104957000.0,,Waiting for PO
LD1287,PT. Bumi Perkasa,Retail,,Ahmad Fauzi,Surabaya,2025-01-26,Qualified,2025-02-03,,122295000.0,,Send revised proposal
LD1288,PT Central Distribusi,Manufacturing,Inbound Call,Budi Santoso,Jakarta,2024-03-15,Lead In,2024-04-17,2024-04-08,,,Client on vacation
LD1289,PT. Bumi Perkasa,Education,Cold Call,Rina Marlina,Denpasar,2025-05-17,Qualified,2025-07-08,,117579000.0,,
LD1290,CV Prima Nusantara,Healthcare,Website,,Palembang,2025-04-15,Negotiation,2025-05-23,,,,Send revised proposal
LD1291,PT. Mitra Sejahtera,Finance,Inbound Call,Rudi Hartono,Semarang,2024-07-16,Lead In,2024-09-30,2024-09-11,,,
LD1292,PT. Cipta Karya,Retail,Partner,Dewi Lestari,Jakarta,2025-02-19,Contacted,2025-05-14,,,,
LD1293,PT Bumi Perkasa,Manufacturing,,Andi Wijaya,Surabaya,2024-09-05,Negotiation,2024-09-04,2024-09-17,135890000.0,,Needs approval from board
LD1294,UD Cipta Karya,F&B,Referral,Andi Wijaya,Jakarta,2024-11-25,Closed Won,2024-12-23,2024-12-01,89777000.0,,
LD1295,UD Nusantara Jaya,F&B,,Yuni Shara,Palembang,2024-03-23,Lead In,2024-04-15,,,,Waiting for PO
LD1296,CV Anugrah Sentosa,Healthcare,Email Campaign,Siti Nurhaliza,Makassar,2024-06-27,Proposal Sent,2024-02-07,2024-07-14,15027000.0,,Send revised proposal
LD1297,PT. Central Distribusi,Manufacturing,Inbound Call,Budi Santoso,Jakarta,2024-07-17,Contacted,2024-08-06,2024-08-09,,,Needs approval from board
LD1298,UD Nusantara Jaya,Manufacturing,Inbound Call,Rina Marlina,Surabaya,2024-04-16,Negotiation,2024-06-24,2024-05-27,118253000.0,,Follow up next week
LD1299,CV Maju Terus,Retail,Referral,Rina Marlina,Jakarta,2024-03-16,Qualified,2024-05-18,,66508000.0,,
LD1300,UD Mega Trading,F&B,,,Makassar,2025-03-04,Contacted,2025-04-17,2025-04-09,,,Follow up next week
LD1301,CV Delta Solusi,Logistics,Trade Show,Budi Santoso,Jakarta,2025-08-28,Qualified,2025-10-27,,38505000.0,,VIP client
LD1302,PT. Anugrah Sentosa,Manufacturing,Cold Call,Dewi Lestari,Denpasar,2025-05-22,Contacted,2025-08-02,2025-05-24,,,Waiting for PO
LD1303,PT Mitra Sejahtera,Retail,LinkedIn,Rina Marlina,Yogyakarta,2024-01-25,Closed Lost,2024-03-25,2024-03-02,118899000.0,Project cancelled,
LD1304,UD Maju Terus,,Email Campaign,Siti Nurhaliza,Yogyakarta,2024-12-09,Negotiation,2024-12-17,,9631000.0,,Client on vacation
LD1305,PT Mitra Sejahtera,Finance,Social Media,Yuni Shara,Yogyakarta,2025-08-17,Closed Won,2025-11-15,2025-09-01,54201000.0,,VIP client
LD1306,PT. Sinar Jaya,Education,Website,Siti Nurhaliza,Jakarta,2025-01-11,Negotiation,2025-04-10,2025-01-25,134002000.0,,Send revised proposal
LD1307,CV Harapan Baru,Manufacturing,Trade Show,Andi Wijaya,Bandung,2024-10-27,Qualified,2025-01-23,2025-01-17,21540000.0,,Send revised proposal
LD1308,PT Karya Utama,F&B,Social Media,Andi Wijaya,Makassar,2025-04-13,Qualified,2025-04-30,2025-05-01,35564000.0,,
LD1309,PT. Global Teknindo,Retail,Referral,Budi Santoso,Palembang,2024-04-29,Lead In,2024-06-09,2024-06-10,,,Client on vacation
LD1310,UD Prima Nusantara,F&B,Cold Call,Andi Wijaya,Denpasar,2025-06-30,Qualified,2025-07-04,2025-07-18,69790000.0,,Send revised proposal
LD1311,CV Delta Solusi,Retail,,Rudi Hartono,Surabaya,2024-05-22,Proposal Sent,2024-06-06,2024-05-24,61441000.0,,Send revised proposal
LD1312,PT. MAJU TERUS,Logistics,Cold Call,Rina Marlina,Bandung,2024-07-18,Proposal Sent,2024-10-04,,141624000.0,,Send revised proposal
LD1313,PT. Karya Utama,Technology,Partner,Siti Nurhaliza,Jakarta,2024-10-22,Contacted,2024-12-16,2024-11-29,,,VIP client
LD1314,PT. Sinar Jaya,F&B,LinkedIn,Andi Wijaya,,2024-03-31,Lead In,2024-06-21,2024-04-25,,,Needs approval from board
LD1315,PT. Bumi Perkasa,Logistics,Cold Call,Ahmad Fauzi,Jakarta,2025-08-22,Qualified,2025-11-02,2025-11-12,24796000.0,,
LD1316,PT Global Teknindo,Logistics,Website,Andi Wijaya,Bandung,2025-05-01,Proposal Sent,2025-03-19,,40171000.0,,
LD1317,PT Harapan Baru,Manufacturing,Inbound Call,Andi Wijaya,,2024-12-30,Lead In,2025-06-02,2025-06-02,,,VIP client
LD1318,CV Sumber Makmur,Logistics,Cold Call,Rina Marlina,,2025-01-06,Lead In,2025-03-22,2025-02-27,,,
LD1319,PT Karya Utama,,Social Media,Rina Marlina,Bandung,2024-07-11,Negotiation,2024-09-21,,125050000.0,,Send revised proposal
LD1320,CV Karya Utama,F&B,Referral,Dewi Lestari,Bandung,2024-12-16,Contacted,2024-12-14,,,,
LD1321,PT Mitra Sejahtera,Manufacturing,Website,Siti Nurhaliza,,2024-01-20,Negotiation,2024-03-16,2024-02-15,17957000.0,,Follow up next week
LD1322,PT Harapan Baru,Finance,Referral,Rudi Hartono,Jakarta,2024-05-29,Closed Won,2024-07-04,2024-05-29,53480000.0,,
LD1323,CV Maju Terus,Technology,Trade Show,Dewi Lestari,Yogyakarta,2025-08-26,Contacted,2025-11-21,,,,Client on vacation
LD1324,PT. Bumi Perkasa,Education,Social Media,Andi Wijaya,Palembang,2024-05-19,Proposal Sent,2024-05-07,2024-07-01,,,Send revised proposal
LD1325,PT Indo Sukses,Manufacturing,Inbound Call,,Jakarta,2024-07-12,Closed Won,2024-09-11,2024-07-30,,,
LD1326,UD Indo Sukses,Logistics,Inbound Call,Andi Wijaya,Medan,2024-07-22,Qualified,2024-10-07,2024-09-25,64856000.0,,Send revised proposal
LD1327,CV Prima Nusantara,Finance,Website,Siti Nurhaliza,Denpasar,2024-08-24,Proposal Sent,2024-08-23,2024-09-24,124886000.0,,Follow up next week
LD1328,PT Indo Sukses,Logistics,,Ahmad Fauzi,Semarang,2024-09-24,Proposal Sent,2024-12-03,,,,VIP client
LD1329,PT Indo Sukses,Manufacturing,Partner,Ahmad Fauzi,Makassar,2025-05-18,Qualified,2025-06-27,2025-06-09,101904000.0,,Waiting for PO
LD1330,UD Maju Terus,Technology,Website,,Surabaya,2024-05-11,Closed Won,2024-06-25,2024-05-26,94523000.0,,
LD1331,PT. Nusantara Jaya,,Trade Show,Rudi Hartono,Jakarta,2024-12-11,Contacted,2025-02-18,2025-02-09,,,Client on vacation
LD1332,PT. Anugrah Sentosa,Finance,,Siti Nurhaliza,,2024-04-10,Closed Won,2024-04-23,2024-04-16,122096000.0,,
LD1333,PT Prima Nusantara,Finance,Cold Call,Ahmad Fauzi,Denpasar,2024-04-04,Negotiation,2024-06-18,2024-05-14,120575000.0,,Needs approval from board
LD1334,PT. Delta Solusi,Healthcare,Website,Budi Santoso,Surabaya,2024-03-07,Closed Won,2024-09-22,,33517000.0,,
LD1335,PT. Berkah Mandiri,Education,Referral,Budi Santoso,Surabaya,2025-02-24,Qualified,2025-03-05,2025-03-10,127203000.0,,Needs approval from board
LD1336,UD Cipta Karya,Logistics,,Budi Santoso,Palembang,2024-06-10,Contacted,2024-11-09,,,,
LD1337,PT Harapan Baru,Logistics,Partner,Budi Santoso,Bandung,2025-02-20,Closed Won,2025-05-17,2025-03-03,15365000.0,,
LD1338,PT Central Distribusi,Finance,LinkedIn,Siti Nurhaliza,Bandung,2025-02-03,Closed Won,2025-06-03,2025-03-02,33688000.0,,Follow up next week
LD1339,CV Global Teknindo,Healthcare,Cold Call,,Palembang,2025-01-11,Closed Won,2025-01-14,2025-01-14,135974000.0,,Follow up next week
LD1340,PT. Cahaya Abadi,,Website,Yuni Shara,Semarang,2024-09-18,Qualified,2024-10-19,2024-10-14,66949000.0,,Client on vacation
LD1342,CV Mega Trading,Logistics,,Rina Marlina,Semarang,2025-12-08,Lead In,2025-09-02,2025-08-20,,,
LD1343,CV Mitra Sejahtera,F&B,Referral,Rudi Hartono,Palembang,2025-02-28,Qualified,2025-04-20,2025-06-03,141824000.0,,Needs approval from board
LD1344,CV Global Teknindo,Construction,Social Media,Ahmad Fauzi,Jakarta,2024-06-23,Closed Lost,2024-06-14,2024-07-06,69149000.0,Project cancelled,Follow up next week
LD1345,PT. Karya Utama,Technology,LinkedIn,Ahmad Fauzi,Denpasar,2024-10-24,Closed Lost,2024-11-24,2024-12-08,103272000.0,,
LD1346,PT. Prima Nusantara,Finance,Inbound Call,Rina Marlina,Jakarta,2024-02-23,Qualified,2024-03-25,2024-02-25,54437000.0,,Waiting for PO
LD1347,UD Bumi Perkasa,Education,Referral,Yuni Shara,,2024-05-15,Lead In,2024-07-22,2024-06-30,,,Waiting for PO
LD1348,CV Cahaya Abadi,F&B,Website,Yuni Shara,Bandung,2025-06-13,Qualified,2025-07-05,2025-07-12,24387000.0,,Send revised proposal
LD1349,CV Delta Solusi,Retail,Website,Budi Santoso,,2025-04-13,Proposal Sent,2025-05-02,2025-04-24,15850000.0,,
LD1350,PT. Tunas Muda,Retail,Cold Call,Andi Wijaya,Denpasar,2024-01-27,Qualified,2024-04-24,2024-03-09,17698000.0,,
LD1351,UD Sinar Jaya,Retail,,Ahmad Fauzi,Jakarta,2024-08-04,Closed Won,2024-10-26,2024-08-30,82979000.0,,Needs approval from board
LD1352,PT. Central Distribusi,Construction,Partner,Ahmad Fauzi,Jakarta,2025-05-17,Closed Won,2025-06-26,2025-07-07,16225000.0,,
LD1353,PT. Prima Nusantara,Technology,Referral,,Bandung,2025-06-09,Qualified,2025-08-08,2025-08-14,97846000.0,,
LD1354,PT Bumi Perkasa,F&B,Social Media,Andi Wijaya,,2024-04-20,Proposal Sent,2024-12-06,,39500000.0,,Needs approval from board
LD1355,UD Bumi Perkasa,Manufacturing,Website,Budi Santoso,Medan,2025-08-24,Negotiation,2025-11-18,2025-08-25,121559000.0,,Send revised proposal
LD1356,CV Sumber Makmur,Technology,,Budi Santoso,Palembang,2024-11-06,Proposal Sent,2025-01-24,2024-11-09,60460000.0,,
LD1357,PT. Delta Solusi,Construction,Cold Call,Andi Wijaya,,2024-03-29,Qualified,2024-05-28,2024-04-04,135557000.0,,
LD1358,PT Nusantara Jaya,Manufacturing,Email Campaign,Siti Nurhaliza,Bandung,2025-08-15,Proposal Sent,2025-10-25,2025-10-07,77977000.0,,
LD1359,PT. Berkah Mandiri,Retail,Partner,,Bandung,2024-01-22,Contacted,2024-02-16,,,,Waiting for PO
LD1360,PT. Bumi Perkasa,Technology,Social Media,Rudi Hartono,Surabaya,2025-03-01,Negotiation,2025-01-24,,43804000.0,,
LD1361,PT Sejahtera Bersama,Finance,Partner,Dewi Lestari,Jakarta,2024-06-11,Contacted,2024-08-15,2024-09-07,,,Client on vacation
LD1362,PT Mega Trading,Finance,,Siti Nurhaliza,,2024-06-03,Closed Won,2024-08-08,2024-06-08,142048000.0,,
LD1363,PT. Sumber Makmur,Education,,Yuni Shara,Bandung,2024-10-26,Negotiation,2024-12-30,2024-12-29,130833000.0,,Waiting for PO
LD1364,UD Sumber Makmur,Finance,,Budi Santoso,Palembang,2024-06-04,Negotiation,2024-08-11,,63185000.0,,Client on vacation
LD1365,UD Sejahtera Bersama,Retail,Website,Rudi Hartono,Yogyakarta,2024-03-03,Qualified,2024-03-08,2024-03-07,10556000.0,,Send revised proposal
LD1366,CV Harapan Baru,Finance,Cold Call,Dewi Lestari,Jakarta,2025-03-28,Negotiation,2025-06-20,2025-06-06,7472000.0,,Client on vacation
LD1367,UD BUMI PERKASA,Education,Inbound Call,Siti Nurhaliza,Semarang,2025-07-06,Proposal Sent,2025-08-06,2025-08-11,46983000.0,,Send revised proposal
LD1368,CV Bumi Perkasa,Healthcare,Partner,Dewi Lestari,,2025-06-30,Closed Won,2025-07-30,,44111000.0,,Needs approval from board
LD1369,PT. Tunas Muda,F&B,Social Media,Ahmad Fauzi,,2024-03-04,Qualified,2024-03-21,2024-03-13,79886000.0,,Send revised proposal
LD1370,PT Maju Terus,Manufacturing,Website,Budi Santoso,Jakarta,2024-04-30,Negotiation,2024-06-28,2024-06-16,112481000.0,,Client on vacation
LD1371,UD Mitra Sejahtera,Education,Trade Show,Yuni Shara,Makassar,2024-05-25,Negotiation,2024-07-18,2024-07-21,33906000.0,,Needs approval from board
LD1372,UD CIPTA KARYA,Education,Inbound Call,Yuni Shara,Palembang,2025-05-31,Proposal Sent,2025-07-28,2025-06-11,15219000.0,,
